decision,baseline_test_mae,baseline_test_rmse,baseline_test_r2,baseline_test_pearson,baseline_test_spearman,worst_condition_type,worst_condition,worst_mean_absolute_change,worst_max_absolute_change,worst_pearson,worst_spearman,negative_pearson_detected,negative_spearman_detected,sensor_10pct_mean_change,sensor_10pct_max_change,worst_image_mean_change,worst_combined_mean_change,worst_combined_max_change
PASS WITH SENSITIVITY,0.34819372485791017,0.3749709385352804,0.07660757131501039,0.937934988826528,0.4593406593406593,COMBINED,brightness_plus_10_sensor_5pct,0.11122579047729023,0.2573804212079662,0.874725384924509,0.5164835164835165,False,False,0.04206599577414113,0.0947368540120177,0.09210734978121889,0.11122579047729023,0.2573804212079662
